"Quote_Id","Quote_Date","Quote_Flag","Field_info1","Field_info2","Field_info3","Field_info4","Coverage_info1","Coverage_info2","Coverage_info3","Sales_info1","Sales_info2","Sales_info3","Sales_info4","Sales_info5","Personal_info1","Personal_info2","Personal_info3","Personal_info4","Personal_info5","Property_info1","Property_info2","Property_info3","Property_info4","Property_info5","Geographic_info1","Geographic_info2","Geographic_info3","Geographic_info4","Geographic_info5"
29667,"28/1/14",0,"J",0.8922,"1,113","N",2,22,"F",1,4,7,"P",21408,"N",17,"XO",0,,"N",0,"R",1,3,24,14,-1,"N","TX"
29696,"23/4/15",0,"K",0.887,"1,113","Y",2,22,"K",1,5,11,"K",46321,"N",23,"XS",0,,"N",0,"D",1,2,25,10,-1,"N","TX"
29850,"24/12/13",0,"F",0.9838,"564","N",10,22,"E",0,5,20,"P",3415,"N",-1,"XR",0,,"N",0,"D",0,18,4,21,-1,"N","NJ"
29900,"6/3/14",0,"E",0.9392,"1,487","N",2,25,"K",0,5,20,"Q",66854,"N",8,"XR",0,,"Y",0,"R",0,1,11,24,-1,"N","IL"
29970,"17/11/14",0,"F",1.0006,"548","N",1,22,"E",1,5,11,"K",43037,"N",-1,"ZG",0,,"N",0,"R",1,4,4,19,-1,"N","NJ"
29989,"12/8/14",0,"B",0.9153,"935","N",4,22,"D",1,5,11,"P",2070,"N",-1,"ZA",0,2,"N",0,"O",1,13,2,12,-1,"N","CA"
30035,"16/5/14",0,"F",1.0006,"548","N",11,22,"E",1,3,20,"V",26897,"N",4,"XD",0,,"N",0,"R",1,14,4,18,-1,"N","NJ"
30047,"8/10/14",1,"J",0.8793,"1,113","N",4,22,"F",1,4,11,"P",11130,"N",6,"XZ",0,,"N",0,"J",1,2,14,6,-1,"N","TX"
30069,"8/10/14",1,"B",0.9153,"935","N",8,25,"E",1,4,11,"T",16892,"N",4,"ZA",0,2,"N",0,"A",1,23,2,7,-1,"N","CA"
30084,"27/2/14",1,"J",0.8922,"1,113","N",20,22,"G",1,2,3,"Q",9899,"N",5,"ZH",0,,"Y",0,"J",1,16,14,5,-1,"N","TX"
30095,"23/1/14",0,"J",0.8922,"1,113","N",4,22,"F",1,5,7,"T",36996,"N",22,"ZA",0,2,"Y",0,"S",0,5,24,16,-1,"N","TX"
30105,"8/5/14",0,"F",1.0006,"548","N",11,25,"E",1,4,11,"Q",30784,"N",9,"XB",0,,"N",0,"R",0,17,4,22,-1,"N","NJ"
30189,"23/4/14",1,"F",1.0006,"548","N",4,22,"K",1,3,20,"T",28695,"N",5,"XR",0,,"N",0,"N",1,18,4,19,-1,"N","NJ"
30198,"11/8/14",0,"J",0.8928,"1,113","N",10,22,"G",1,5,11,"K",27759,"N",-1,"XZ",0,,"Y",0,"I",1,18,14,6,-1,"N","TX"
30215,"11/4/15",0,"K",0.887,"1,113","Y",10,22,"F",1,3,11,"R",6465,"N",19,"XB",0,,"N",0,"K",1,14,25,16,-1,"N","TX"
30269,"17/10/13",1,"F",0.9919,"564","N",8,22,"E",1,3,4,"Q",25158,"N",5,"ZF",0,,"N",0,"K",0,21,4,21,-1,"N","NJ"
30405,"8/9/14",0,"J",0.8928,"1,113","N",3,2,"K",0,5,11,"K",8304,"N",-1,"YH",0,,"N",0,"J",1,1,14,6,-1,"N","TX"
30484,"1/6/14",0,"E",0.9392,"1,487","N",18,25,"A",1,5,11,"M",1700,"N",14,"XP",0,,"N",0,"D",1,13,11,23,-1,"N","IL"
30493,"30/8/14",0,"J",0.8928,"1,113","N",2,22,"K",1,5,11,"R",58936,"N",4,"ZH",0,,"N",0,"R",1,3,15,4,-1,"N","TX"
30552,"8/4/15",0,"C",0.8746,"1,487","Y",12,22,"F",1,5,11,"T",6992,"N",-1,"ZA",0,2,"N",0,"N",0,18,9,25,-1,"N","IL"
30562,"23/6/14",0,"F",1.0006,"548","N",9,22,"E",1,5,20,"K",15086,"N",5,"XD",0,2,"N",0,"Q",1,16,4,20,-1,"N","NJ"
30583,"4/11/13",1,"F",0.9919,"564","N",12,22,"J",1,3,20,"K",36772,"N",22,"XR",0,,"Y",0,"N",1,19,4,22,-1,"N","NJ"
30598,"16/9/13",0,"B",0.9403,"965","N",6,2,"D",1,5,21,"Q",48400,"N",10,"ZA",0,2,"N",0,"O",1,3,2,6,-1,"N","CA"
30614,"19/3/15",0,"F",1.0101,"548","N",9,25,"K",1,5,20,"Q",62247,"N",6,"ZH",0,,"N",0,"R",1,12,4,17,-1,"N","NJ"
30668,"20/8/13",0,"B",0.9403,"965","N",4,22,"D",1,5,4,"P",4562,"N",5,"ZA",0,2,"N",0,"D",0,18,2,4,-1,"N","CA"
30708,"21/3/14",0,"F",0.9566,"548","N",5,22,"E",0,5,11,"V",36761,"N",13,"XB",0,2,"N",0,"R",0,5,4,20,-1,"N","NJ"
30710,"16/12/14",1,"J",0.887,"1,113","N",8,22,"G",1,4,11,"P",40639,"N",5,"XD",0,,"N",0,"J",1,7,13,8,-1,"N","TX"
30759,"20/5/13",0,"J",0.9691,"1,165","N",12,22,"H",0,5,1,"K",30529,"N",5,"ZF",0,,"N",0,"J",1,7,14,9,-1,"N","TX"
30825,"10/12/14",0,"J",0.887,"1,113","N",1,22,"K",1,5,11,"T",50311,"N",5,"XM",0,,"N",0,"O",0,2,14,4,-1,"N","TX"
30877,"29/1/13",0,"J",0.9559,"1,165","N",1,22,"F",0,4,22,"P",57488,"N",4,"XB",0,,"N",0,"J",1,4,23,4,-1,"N","TX"
30885,"31/12/13",0,"B",0.9403,"965","N",5,22,"D",1,5,7,"K",29184,"N",4,"ZA",0,2,"N",0,"D",0,4,2,8,-1,"Y","CA"
30929,"6/5/13",0,"B",0.9403,"965","N",13,22,"D",1,5,15,"K",17675,"N",7,"ZA",0,2,"N",0,"D",0,25,1,8,-1,"N","CA"
30935,"4/1/13",0,"B",0.9219,"965","N",25,22,"J",0,5,13,"V",12491,"N",-1,"ZA",0,2,"N",0,"O",1,23,2,12,-1,"N","CA"
31015,"22/7/13",0,"B",0.9403,"965","N",5,22,"D",0,5,24,"K",60298,"N",18,"ZA",0,2,"N",0,"O",0,16,2,12,-1,"N","CA"
31081,"18/2/14",0,"F",0.9685,"548","N",20,22,"E",1,3,20,"P",56514,"N",5,"XO",0,2,"N",0,"J",1,25,4,22,-1,"N","NJ"
31118,"15/12/14",1,"F",1.0005,"548","N",8,22,"E",1,3,20,"P",43678,"N",8,"YH",0,,"N",0,"N",1,12,4,17,-1,"N","NJ"
31131,"17/12/14",0,"J",0.887,"1,113","N",6,22,"F",1,5,11,"T",4167,"N",1,"XB",0,,"N",0,"S",0,5,23,4,-1,"N","TX"
31178,"19/11/14",0,"E",0.9108,"1,487","N",3,22,"K",1,5,11,"T",55900,"N",-1,"ZW",0,,"N",0,"N",1,1,11,23,-1,"N","IL"
31188,"3/1/13",0,"B",0.9219,"965","N",9,22,"E",1,3,14,"Q",19694,"N",6,"ZA",0,2,"N",0,"O",1,14,2,4,-1,"N","CA"
31235,"14/3/15",0,"C",0.893,"1,487","Y",5,22,"K",1,5,11,"R",48507,"N",12,"YE",0,,"N",0,"R",1,8,11,24,-1,"N","IL"
31258,"1/5/13",0,"F",0.9313,"564","N",7,25,"J",1,3,15,"T",38421,"N",8,"XD",0,,"N",0,"R",1,16,4,21,-1,"N","NJ"
31341,"1/6/13",0,"F",0.9919,"564","N",12,22,"E",1,3,17,"R",2307,"N",8,"XR",0,,"N",0,"S",1,14,4,19,-1,"N","NJ"
31365,"6/1/15",0,"B",0.9153,"935","N",10,22,"D",1,5,20,"P",28646,"N",-1,"ZA",0,2,"N",0,"D",0,24,2,9,-1,"N","CA"
31370,"15/5/14",0,"B",0.9153,"935","N",5,22,"D",1,5,11,"Q",7062,"N",4,"ZA",0,2,"N",0,"O",0,16,2,11,-1,"N","CA"
31425,"25/11/14",0,"B",0.9153,"935","N",11,22,"E",1,3,20,"P",57847,"N",1,"ZA",0,2,"N",0,"R",1,25,1,9,-1,"N","CA"
31487,"13/12/13",0,"B",0.9403,"965","N",18,25,"E",0,3,20,"V",34405,"N",9,"ZA",0,2,"Y",0,"I",1,25,2,11,-1,"N","CA"
31512,"15/8/13",0,"E",0.9487,"1,480","N",9,22,"A",1,5,4,"Q",8119,"N",-1,"ZN",0,,"N",0,"S",0,12,9,23,-1,"N","IL"
31583,"10/1/14",1,"F",0.9838,"548","N",9,22,"E",0,4,10,"V",43909,"N",1,"ZF",0,2,"N",0,"E",1,22,4,22,-1,"N","NJ"
31588,"30/10/14",0,"B",0.9153,"935","N",11,22,"E",0,3,20,"Q",44498,"N",6,"ZA",0,2,"N",0,"O",0,24,2,4,-1,"N","CA"
31671,"16/8/14",0,"J",0.8928,"1,113","N",2,22,"F",1,5,22,"R",42044,"N",1,"ZA",0,2,"N",0,"S",0,2,25,14,-1,"N","TX"
31703,"5/1/15",0,"B",0.9153,"935","N",18,22,"D",1,5,11,"K",3976,"N",23,"ZA",0,2,"Y",0,"A",1,19,2,12,-1,"N","CA"
31720,"21/2/13",0,"J",0.9559,"1,165","N",9,22,"G",1,5,23,"Q",5630,"N",25,"ZA",0,2,"N",0,"J",0,6,12,15,-1,"N","TX"
31735,"5/8/14",0,"F",1.0006,"548","N",13,22,"E",1,5,11,"P",57910,"N",15,"XE",0,,"N",0,"R",1,22,4,19,-1,"N","NJ"
31745,"25/6/13",1,"B",0.9403,"965","N",8,22,"J",1,4,1,"V",10713,"N",6,"ZA",0,2,"N",0,"O",1,9,2,14,-1,"N","CA"
31746,"1/7/13",1,"B",0.9403,"965","N",6,22,"J",0,4,1,"V",65274,"N",7,"ZA",0,2,"N",0,"O",1,4,2,4,-1,"N","CA"
31754,"26/9/14",0,"F",1.0006,"548","N",7,22,"E",1,5,11,"V",49913,"N",17,"YF",0,,"N",0,"N",1,12,4,19,-1,"N","NJ"
31762,"8/6/13",0,"F",0.9919,"564","N",1,22,"K",0,5,1,"R",37681,"N",7,"YH",0,,"N",0,"R",1,8,4,16,-1,"N","NJ"
31766,"12/12/13",0,"B",0.9403,"965","N",6,2,"D",1,5,7,"Q",28359,"N",12,"ZA",0,2,"N",0,"O",0,20,1,15,-1,"N","CA"
31786,"4/2/14",0,"B",0.9403,"935","N",10,22,"D",1,5,20,"P",23982,"N",8,"ZA",0,2,"N",0,"O",0,9,2,4,25,"N","CA"
31809,"22/4/13",0,"B",0.9403,"965","N",4,22,"D",1,5,23,"K",20095,"N",5,"ZA",0,2,"N",0,"O",0,6,2,12,-1,"N","CA"
31847,"21/1/13",1,"E",0.9368,"1,480","N",7,22,"A",1,3,14,"T",41035,"N",15,"ZJ",0,,"N",0,"S",1,1,9,24,-1,"N","IL"
31878,"1/8/13",0,"B",0.9403,"965","N",20,22,"D",0,5,24,"Q",24552,"N",-1,"ZA",0,2,"Y",0,"I",0,25,2,7,-1,"N","CA"
31890,"28/2/13",0,"B",0.9403,"965","N",3,22,"J",1,5,23,"Q",16919,"N",22,"ZA",0,2,"N",0,"D",0,8,2,4,-1,"N","CA"
31902,"4/2/14",0,"J",0.8922,"1,113","N",10,22,"G",0,5,10,"P",56318,"N",5,"ZA",0,2,"N",0,"J",0,7,14,5,-1,"N","TX"
31926,"12/6/13",0,"E",0.9485,"1,480","N",18,22,"A",1,5,22,"T",61556,"N",7,"XO",0,,"N",0,"O",1,23,9,23,-1,"N","IL"
32009,"22/7/13",1,"F",0.9919,"564","N",6,22,"E",1,3,17,"V",65972,"N",24,"YI",0,2,"N",0,"D",1,19,4,19,-1,"N","NJ"
32066,"28/4/15",0,"K",0.887,"1,113","Y",1,22,"K",1,5,11,"P",24195,"N",19,"ZC",0,,"N",0,"R",1,1,24,14,-1,"N","TX"
32081,"29/1/13",0,"F",0.9223,"564","N",7,22,"E",0,3,14,"P",32887,"N",4,"XR",0,,"N",0,"R",1,14,4,17,-1,"N","NJ"
32101,"7/5/14",0,"B",0.9153,"935","N",5,2,"E",0,3,20,"P",52024,"N",6,"ZA",0,2,"N",0,"O",1,22,2,8,-1,"N","CA"
32112,"11/4/14",0,"B",0.9153,"935","N",15,22,"D",1,5,20,"V",56989,"N",10,"ZA",0,2,"Y",0,"A",1,19,2,4,-1,"N","CA"
32131,"12/11/13",0,"B",0.9403,"965","N",8,22,"D",1,5,7,"T",27155,"N",-1,"ZA",0,2,"N",0,"N",1,11,2,13,-1,"N","CA"
32153,"30/1/15",1,"B",0.9153,"935","N",9,25,"E",1,4,11,"V",35089,"N",6,"ZA",0,2,"N",0,"D",1,22,2,4,-1,"N","CA"
32171,"3/1/15",1,"B",0.9153,"935","N",15,22,"E",1,3,20,"R",66834,"N",4,"ZA",0,2,"N",0,"O",1,22,2,4,-1,"N","CA"
32178,"24/2/15",0,"B",0.9153,"935","N",8,22,"D",0,5,11,"P",28482,"N",5,"ZA",0,2,"N",0,"O",0,25,2,10,-1,"N","CA"
32199,"2/2/13",1,"F",0.9023,"564","N",8,25,"E",1,4,23,"R",53750,"N",3,"ZT",0,,"Y",0,"R",1,11,4,16,-1,"N","NJ"
32211,"22/6/14",0,"J",0.8928,"1,113","N",1,22,"K",1,3,20,"M",19954,"N",5,"XH",0,2,"N",0,"J",1,1,3,5,-1,"N","TX"
32225,"19/11/13",0,"E",0.9482,"1,480","N",5,22,"K",0,3,7,"P",14733,"N",-1,"ZJ",0,,"N",0,"R",1,3,9,25,-1,"N","IL"
32226,"7/6/14",0,"E",0.9392,"1,487","N",7,22,"F",1,5,11,"R",65464,"N",8,"ZA",0,2,"N",0,"R",0,2,9,23,-1,"N","IL"
32258,"10/5/14",0,"E",0.9392,"1,487","N",13,25,"A",1,4,11,"R",11721,"N",-1,"ZN",0,,"N",0,"D",1,24,9,23,-1,"N","IL"
32264,"9/9/14",0,"J",0.8928,"1,113","N",9,22,"G",1,4,11,"P",24781,"N",-1,"XR",0,,"N",0,"J",1,7,24,13,-1,"N","TX"
32310,"16/3/15",0,"K",0.887,"1,113","Y",1,22,"F",0,5,11,"K",21302,"N",5,"YH",0,,"N",0,"D",1,1,14,6,-1,"N","TX"
32363,"28/5/13",0,"B",0.9403,"965","N",6,2,"J",1,4,1,"P",47836,"N",23,"ZA",0,2,"N",0,"O",1,9,2,10,-1,"N","CA"
32367,"25/3/14",0,"E",0.9392,"1,487","N",13,22,"F",0,5,11,"P",24381,"N",7,"ZA",0,2,"N",0,"R",0,12,9,24,-1,"N","IL"
32405,"28/3/14",0,"B",0.9153,"935","N",8,22,"D",1,5,11,"K",15242,"N",-1,"ZA",0,2,"N",0,"R",1,24,2,4,-1,"Y","CA"
32438,"30/7/13",0,"F",0.9919,"564","N",8,22,"E",0,5,10,"P",65835,"N",7,"XX",0,,"N",0,"N",1,18,4,18,-1,"N","NJ"
32490,"24/6/13",0,"F",0.9919,"564","N",11,25,"E",1,4,1,"K",49435,"N",5,"XJ",0,,"N",0,"R",1,16,4,19,-1,"N","NJ"
32512,"2/1/15",0,"C",0.9108,"1,487","Y",8,22,"A",1,2,20,"M",41248,"N",-1,"XX",0,,"N",0,"R",1,15,9,25,-1,"N","IL"
32565,"3/7/13",0,"F",0.9919,"564","N",7,25,"E",1,4,1,"T",36732,"N",5,"ZT",0,,"N",0,"S",1,13,4,21,-1,"N","NJ"
32654,"6/5/13",0,"B",0.9403,"965","N",2,25,"E",1,4,1,"K",41555,"N",8,"ZA",0,2,"N",0,"R",1,1,2,10,-1,"N","CA"
32658,"7/7/14",0,"E",0.9392,"1,487","N",2,2,"K",1,2,20,"K",49889,"N",16,"XZ",0,,"N",0,"S",0,1,9,25,-1,"N","IL"
32688,"17/4/13",1,"B",0.9403,"965","N",6,22,"D",1,5,15,"T",17775,"N",12,"ZA",0,2,"N",0,"O",1,9,2,14,-1,"N","CA"
32691,"14/6/13",0,"J",0.9691,"1,165","N",4,2,"F",0,5,1,"V",56248,"N",25,"XM",0,,"N",0,"J",0,7,14,5,-1,"N","TX"
32734,"31/1/14",0,"J",0.8922,"1,113","N",8,22,"G",0,3,7,"V",18400,"N",5,"YE",0,,"N",0,"J",1,7,24,15,-1,"N","TX"
32758,"14/10/14",1,"B",0.9153,"935","N",9,22,"E",1,3,20,"P",18335,"N",5,"ZA",0,2,"N",0,"R",1,25,2,8,-1,"N","CA"
32768,"18/8/13",0,"J",0.9691,"1,165","N",4,25,"F",1,4,4,"M",28950,"N",10,"XW",0,,"N",0,"J",1,2,25,13,-1,"N","TX"
32922,"20/4/13",1,"B",0.9403,"965","N",5,22,"E",1,4,23,"K",63369,"N",6,"ZA",0,2,"N",0,"D",1,14,2,4,-1,"N","CA"
33045,"10/8/13",1,"B",0.9403,"965","N",10,22,"D",1,5,21,"R",29389,"N",3,"ZA",0,2,"N",0,"O",1,19,2,7,-1,"Y","CA"
33073,"2/4/14",0,"E",0.9392,"1,487","N",4,25,"K",1,4,11,"T",62694,"N",3,"YH",0,,"Y",0,"R",1,1,11,23,-1,"N","IL"
33190,"28/6/14",0,"J",0.8928,"1,113","N",8,22,"G",1,5,11,"R",1773,"N",6,"XR",0,,"N",0,"Q",1,7,14,5,-1,"N","TX"
33272,"5/8/13",0,"F",0.9919,"564","N",8,25,"E",0,4,4,"K",40675,"N",7,"XQ",0,,"Y",0,"R",1,9,4,17,-1,"N","NJ"
33295,"30/3/15",0,"K",0.887,"1,113","Y",4,2,"K",1,5,11,"K",48368,"N",9,"ZC",0,,"N",0,"R",1,10,17,4,-1,"N","TX"
33300,"24/3/15",0,"B",0.9153,"935","N",16,22,"D",1,5,20,"P",49465,"N",20,"ZA",0,2,"N",0,"D",1,19,1,12,-1,"N","CA"
33310,"4/11/13",0,"E",0.9482,"1,480","N",10,22,"F",1,5,7,"K",52666,"N",16,"ZA",0,2,"N",0,"S",0,7,9,23,-1,"N","IL"
33443,"26/2/14",0,"E",0.9472,"1,487","N",18,22,"A",0,5,20,"T",40922,"N",5,"XR",0,,"N",0,"D",1,20,9,25,-1,"N","IL"
33448,"12/2/13",0,"B",0.9403,"965","N",7,22,"J",1,5,23,"P",4141,"N",23,"ZA",0,2,"N",0,"O",1,3,2,9,-1,"N","CA"
33449,"12/2/13",0,"J",0.9559,"1,165","N",10,22,"G",1,5,23,"T",66906,"N",22,"ZA",0,2,"N",0,"J",0,11,24,15,-1,"N","TX"
33476,"7/8/13",1,"F",0.9919,"564","N",3,22,"E",0,3,21,"T",24292,"N",5,"XJ",0,,"N",0,"R",1,11,4,20,-1,"N","NJ"
33506,"14/1/13",1,"F",0.9223,"564","N",8,25,"E",0,4,23,"K",3989,"N",6,"XD",0,,"N",0,"O",1,15,4,21,-1,"N","NJ"
33509,"23/4/14",0,"E",0.9392,"1,487","N",4,22,"K",1,3,20,"T",60186,"N",17,"XS",0,,"N",0,"R",1,13,9,25,-1,"N","IL"
33522,"23/12/13",0,"B",0.9403,"965","N",7,22,"J",1,3,20,"K",58426,"N",4,"ZA",0,2,"N",0,"O",1,19,2,4,-1,"N","CA"
33542,"15/7/14",0,"E",0.9392,"1,487","N",13,22,"F",1,5,11,"P",32776,"N",14,"ZA",0,2,"Y",0,"J",0,14,9,25,-1,"N","IL"
33560,"1/4/15",1,"F",1.0101,"548","N",6,22,"E",1,3,20,"T",65870,"N",7,"ZF",0,,"N",0,"N",0,12,4,20,-1,"N","NJ"
33574,"8/3/14",0,"B",0.9153,"935","N",6,22,"D",0,5,11,"R",15614,"N",-1,"ZA",0,2,"N",0,"D",0,13,2,14,-1,"N","CA"
33609,"26/4/13",0,"B",0.9403,"965","N",6,22,"D",1,5,23,"V",57339,"N",6,"ZA",0,2,"N",0,"O",0,8,2,13,-1,"N","CA"
33628,"28/9/13",1,"F",0.9919,"564","N",3,2,"E",1,3,20,"R",60011,"N",4,"ZN",0,,"N",0,"D",1,9,4,18,-1,"N","NJ"
33654,"5/5/15",0,"B",0.9153,"935","N",6,22,"J",1,3,20,"P",57521,"N",6,"ZA",0,2,"N",0,"O",1,22,2,11,-1,"N","CA"
33696,"5/2/14",1,"B",0.9403,"935","N",3,22,"E",1,3,20,"T",13099,"N",3,"ZA",0,2,"N",0,"O",1,15,2,4,-1,"N","CA"
33747,"10/5/13",0,"B",0.9403,"965","N",15,22,"E",1,3,15,"P",55343,"N",-1,"ZA",0,2,"N",0,"O",1,24,2,13,-1,"N","CA"
33751,"10/11/13",0,"F",0.9919,"564","N",5,22,"E",0,5,7,"M",64275,"N",15,"XR",0,,"N",0,"R",1,4,4,16,-1,"N","NJ"
33778,"24/3/15",0,"K",0.887,"1,113","Y",11,22,"G",1,5,11,"P",8288,"N",5,"ZF",0,,"N",0,"R",1,14,14,4,-1,"N","TX"
33877,"13/2/13",0,"B",0.9403,"965","N",13,22,"J",1,5,23,"T",8078,"N",25,"ZA",0,2,"Y",0,"O",0,18,2,4,-1,"N","CA"
33894,"15/5/14",0,"J",0.8928,"1,113","N",10,22,"G",0,5,11,"Q",26254,"N",5,"ZA",0,2,"N",0,"S",0,8,14,5,-1,"N","TX"
33934,"25/8/13",0,"J",0.9691,"1,165","N",5,22,"F",1,5,4,"M",233,"N",5,"ZA",0,2,"N",0,"J",0,4,14,6,-1,"N","TX"
33947,"3/4/14",0,"B",0.9153,"935","N",10,22,"J",1,4,11,"Q",974,"N",-1,"ZA",0,2,"N",0,"O",1,16,2,4,-1,"N","CA"
34057,"25/6/13",0,"B",0.9403,"965","N",1,22,"D",0,5,1,"P",24554,"N",22,"ZA",0,2,"N",0,"O",1,2,2,4,-1,"N","CA"
34067,"30/8/13",0,"E",0.9487,"1,480","N",4,22,"K",1,5,4,"V",24502,"N",-1,"ZA",0,2,"N",0,"R",0,4,9,23,-1,"N","IL"
34098,"13/3/15",0,"B",0.9153,"935","N",10,22,"J",1,3,20,"V",17886,"N",4,"ZA",0,2,"N",0,"O",1,24,2,4,-1,"N","CA"
34109,"15/3/14",0,"F",0.9566,"548","N",4,22,"E",0,5,20,"R",20900,"N",5,"XR",0,,"N",0,"D",1,14,4,19,-1,"N","NJ"
34137,"20/6/13",1,"B",0.9403,"965","N",8,22,"D",1,5,17,"T",49805,"N",5,"ZA",0,2,"N",0,"O",1,16,2,4,-1,"N","CA"
34192,"9/5/15",0,"K",0.887,"1,113","Y",8,22,"G",1,5,11,"K",17874,"N",14,"YH",0,,"N",0,"D",1,10,14,5,-1,"N","TX"
34240,"2/9/13",0,"B",0.9403,"965","N",24,22,"K",0,3,21,"K",13349,"N",20,"ZA",0,2,"Y",0,"O",1,25,1,6,-1,"N","CA"
34301,"15/9/13",0,"B",0.9403,"965","N",22,25,"D",1,5,21,"M",14137,"N",22,"ZA",0,2,"N",0,"O",1,24,1,6,-1,"N","CA"
34367,"15/7/13",0,"J",0.9691,"1,165","N",11,22,"G",0,5,1,"K",3316,"N",-1,"XH",0,,"N",0,"J",1,9,25,12,-1,"Y","TX"
34391,"7/1/15",0,"B",0.9153,"935","N",7,22,"E",1,3,20,"T",14357,"N",8,"ZA",0,2,"Y",0,"O",1,13,2,4,-1,"N","CA"
34427,"7/7/14",0,"F",1.0006,"548","N",6,25,"E",0,2,20,"K",44291,"N",8,"XB",0,2,"N",0,"R",0,3,4,18,-1,"N","NJ"
34461,"27/12/14",0,"B",0.9153,"935","N",7,22,"D",1,5,11,"R",18690,"N",5,"ZA",0,2,"N",0,"O",0,14,2,4,-1,"N","CA"
34462,"11/5/15",0,"K",0.887,"1,113","Y",25,22,"A",1,5,11,"T",3977,"N",14,"XO",0,,"N",0,"L",1,25,24,15,-1,"N","TX"
34467,"16/8/13",0,"F",0.9919,"564","N",7,22,"E",1,5,21,"V",6098,"N",-1,"ZN",0,,"N",0,"R",1,12,4,17,-1,"N","NJ"
34533,"28/3/14",0,"B",0.9153,"935","N",10,22,"D",0,5,24,"V",60283,"N",8,"ZA",0,2,"N",0,"O",0,22,2,11,-1,"N","CA"
34563,"18/3/14",1,"F",0.9566,"548","N",7,22,"E",1,3,20,"P",61648,"N",6,"ZT",0,,"N",0,"N",0,12,4,20,-1,"N","NJ"
34591,"22/3/15",0,"B",0.9153,"935","N",11,25,"D",0,5,11,"M",59151,"N",4,"ZA",0,2,"N",0,"O",1,25,2,7,-1,"N","CA"
34596,"8/2/15",0,"B",0.9153,"935","N",7,22,"D",1,5,11,"M",4524,"N",-1,"ZA",0,2,"N",0,"O",1,19,2,4,-1,"N","CA"
34599,"22/4/15",0,"K",0.887,"1,113","Y",18,22,"G",0,4,11,"T",48241,"N",-1,"XE",0,,"Y",0,"J",1,25,14,5,-1,"N","TX"
34601,"26/3/14",0,"F",0.9566,"548","N",11,2,"K",1,5,11,"T",66862,"N",-1,"XH",0,,"N",0,"R",1,12,4,16,-1,"N","NJ"
34602,"24/1/13",0,"E",0.9368,"1,480","N",8,22,"F",1,5,23,"Q",13666,"N",5,"ZA",0,2,"N",0,"R",0,12,8,23,-1,"N","IL"
34612,"2/3/14",0,"B",0.9153,"935","N",3,22,"D",1,5,20,"M",6335,"N",6,"ZA",0,2,"N",0,"O",0,14,1,15,25,"N","CA"
34617,"28/7/14",0,"J",0.8928,"1,113","N",3,22,"F",0,5,22,"K",7480,"N",8,"ZA",0,2,"N",0,"S",0,2,24,12,-1,"N","TX"
34626,"7/7/14",1,"B",0.9153,"935","N",13,22,"J",1,3,20,"K",6255,"N",7,"ZA",0,2,"N",0,"O",1,20,2,4,-1,"N","CA"
34751,"30/12/14",0,"B",0.9153,"935","N",4,22,"D",0,5,11,"K",36531,"N",5,"ZA",0,2,"N",0,"O",0,20,2,4,-1,"N","CA"
34803,"5/1/15",0,"C",0.9108,"1,487","Y",5,22,"K",1,5,11,"K",46889,"N",6,"XD",0,,"N",0,"N",1,5,9,25,-1,"N","IL"
34810,"15/7/13",0,"F",0.9919,"564","N",8,22,"G",0,3,16,"K",5510,"N",-1,"XM",0,,"N",0,"R",1,10,4,17,-1,"N","NJ"
34883,"7/12/14",0,"F",1.0005,"548","N",4,22,"E",1,5,11,"M",12138,"N",22,"XS",0,,"N",0,"R",0,3,4,22,-1,"N","NJ"
34920,"6/11/14",1,"B",0.9153,"935","N",16,22,"E",1,3,20,"Q",34098,"N",4,"ZA",0,2,"N",0,"O",0,25,1,6,-1,"N","CA"
34933,"28/5/14",0,"B",0.9153,"935","N",11,22,"D",1,5,11,"T",2327,"N",6,"ZA",0,2,"N",0,"O",1,14,2,13,-1,"N","CA"
34947,"9/12/13",1,"B",0.9403,"965","N",21,22,"E",0,4,7,"K",8332,"N",7,"ZA",0,2,"Y",0,"O",1,23,2,12,-1,"N","CA"
35091,"3/10/13",0,"B",0.9403,"965","N",14,22,"E",1,3,20,"M",14537,"N",8,"ZA",0,2,"N",0,"O",1,24,2,4,-1,"N","CA"
35106,"4/9/13",0,"B",0.9403,"965","N",6,22,"D",1,5,21,"P",4433,"N",-1,"ZA",0,2,"N",0,"O",0,15,2,7,-1,"N","CA"
35127,"1/10/13",0,"B",0.9403,"965","N",14,22,"E",1,3,20,"P",26107,"N",16,"ZA",0,2,"N",0,"O",1,23,2,13,-1,"N","CA"
35135,"24/4/15",0,"B",0.9153,"935","N",10,22,"D",1,5,11,"V",62556,"N",10,"ZA",0,2,"N",0,"A",1,13,2,12,-1,"N","CA"
35153,"23/6/14",0,"E",0.9392,"1,487","N",10,22,"A",1,3,20,"K",6324,"N",-1,"XM",0,,"N",0,"R",1,8,10,23,-1,"N","IL"
35160,"1/5/15",0,"C",0.8746,"1,487","Y",6,22,"F",1,5,11,"V",14619,"N",18,"XO",0,,"N",0,"S",1,2,9,25,25,"N","IL"
35251,"18/3/14",0,"B",0.9153,"935","N",9,22,"D",1,5,20,"P",37021,"N",-1,"ZA",0,2,"N",0,"O",0,24,2,8,-1,"N","CA"
